date,price,month,temp_avg,temp_min,temp_max,rain_sum,humid_avg,sunshine_sum,temp_diff,oil_diesel,oil_kerosene,cpi_total,cpi_veg_seaweed,cpi_veg_special,cpi_agri_special,gov_bond_1y,gov_bond_3y,epu,old_m2_raw,old_m2_sa,m2_sa,m2_raw
2017-03-30,4336.888888888889,3,9.55,0.9,18.5,0.0,72.2,9.55,17.6,725.09,685.14,97.44993548387096,87.17635483870968,86.1698064516129,88.7068064516129,1.47,1.665,81.41258064516128,2437944.777419355,2440843.89032258,2293696.064516129,2289466.635483871
2017-03-31,4303.555555555556,3,8.85,4.6,14.3,2.85,85.1,4.35,9.7,724.49,684.82,97.44596774193548,86.91767741935485,85.88390322580645,88.58390322580645,1.467,1.662,80.24129032258064,2438307.0,2441237.4,2294191.7,2289736.3
2017-04-01,4318.506734006734,4,8.0,1.7,13.4,0.0,80.9,8.4,11.7,723.78,683.08,97.442,86.659,85.598,88.461,1.465333333333333,1.664,79.07,2438576.216666667,2441374.783333333,2294429.57,2290189.803333333
2017-04-02,4333.457912457912,4,7.7,-1.3,15.6,0.0,69.5,11.4,16.9,722.93,682.92,97.44546666666666,86.42833333333334,85.33896666666666,88.38966666666667,1.463666666666667,1.666,78.88966666666666,2438845.433333333,2441512.166666667,2294667.44,2290643.306666667
2017-04-03,4348.409090909091,4,9.45,-3.3,18.9,0.0,62.25,11.15,22.2,722.87,682.8,97.44893333333331,86.19766666666668,85.07993333333333,88.31833333333333,1.462,1.668,78.70933333333333,2439114.65,2441649.55,2294905.31,2291096.81
2017-04-04,4333.181818181818,4,12.15,0.0,21.5,0.0,56.25,9.75,21.5,721.74,682.65,97.4524,85.96700000000001,84.8209,88.247,1.453,1.646,78.529,2439383.866666667,2441786.933333333,2295143.18,2291550.313333333
2017-04-05,4336.818181818182,4,14.95,12.4,17.8,22.25,86.4,0.0,5.4,721.67,682.62,97.45586666666668,85.73633333333333,84.56186666666666,88.17566666666667,1.455,1.654,78.34866666666666,2439653.083333333,2441924.316666666,2295381.05,2292003.816666666
2017-04-06,4307.5,4,12.75,9.1,17.2,3.15,95.55,0.0,8.1,720.52,681.17,97.45933333333332,85.50566666666667,84.30283333333333,88.10433333333333,1.466,1.679,78.16833333333332,2439922.3,2442061.7,2295618.92,2292457.32
2017-04-07,4300.444444444444,4,12.5,8.2,21.2,0.0,86.2,6.4,13.0,720.35,681.08,97.4628,85.275,84.0438,88.033,1.469,1.681,77.988,2440191.516666667,2442199.083333333,2295856.79,2292910.823333333
2017-04-08,4314.0,4,11.9,6.6,22.6,0.0,86.0,9.75,16.0,719.89,680.58,97.46626666666668,85.04433333333334,83.78476666666667,87.96166666666666,1.474666666666667,1.694666666666667,77.80766666666666,2440460.733333333,2442336.466666667,2296094.66,2293364.326666667
