구분,자동차용경유,실내등유
2018년04월04일,774.66,738.71
2018년04월05일,774.61,738.93
2018년04월06일,774.58,739.05
2018년04월07일,774.37,739.31
2018년04월08일,774.38,738.74
2018년04월09일,774.05,738.73
2018년04월10일,774.04,739.11
2018년04월11일,774.11,739.00
2018년04월12일,774.37,739.13
2018년04월13일,774.47,739.07
2018년04월14일,774.19,739.27
2018년04월15일,774.20,739.04
2018년04월16일,774.37,739.04
2018년04월17일,774.33,738.71
2018년04월18일,774.40,739.24
2018년04월19일,774.56,739.10
2018년04월20일,774.57,739.32
2018년04월21일,774.92,739.03
2018년04월22일,775.15,739.36
2018년04월23일,775.17,739.27
2018년04월24일,775.36,738.73
2018년04월25일,775.52,738.63
2018년04월26일,775.91,738.84
2018년04월27일,776.11,739.79
2018년04월28일,776.73,739.77
2018년04월29일,776.79,740.00
2018년04월30일,776.75,739.73
2018년05월01일,776.79,739.96
2018년05월02일,777.93,740.57
2018년05월03일,778.82,740.94
2018년05월04일,779.66,742.13
2018년05월05일,780.40,742.53
2018년05월06일,781.19,743.23
2018년05월07일,781.50,742.96
2018년05월08일,781.81,743.28
2018년05월09일,782.38,744.30
2018년05월10일,783.77,745.76
2018년05월11일,784.70,746.95
2018년05월12일,786.45,747.32
2018년05월13일,787.77,747.65
2018년05월14일,788.46,748.57
2018년05월15일,790.36,749.55
2018년05월16일,792.19,750.38
2018년05월17일,793.61,751.46
2018년05월18일,795.10,752.27
2018년05월19일,796.58,753.06
2018년05월20일,797.96,753.56
2018년05월21일,798.72,752.82
2018년05월22일,800.47,754.88
2018년05월23일,802.11,755.24
2018년05월24일,804.09,757.71
2018년05월25일,806.08,758.86
2018년05월26일,808.28,760.86
2018년05월27일,810.24,762.21
2018년05월28일,811.02,762.28
2018년05월29일,813.06,765.26
2018년05월30일,814.82,766.40
2018년05월31일,815.45,767.53
2018년06월01일,816.58,768.22
2018년06월02일,818.03,770.36
2018년06월03일,818.57,771.00
2018년06월04일,818.62,771.21
2018년06월05일,819.42,772.68
2018년06월06일,820.33,772.89
2018년06월07일,820.83,774.04
2018년06월08일,821.36,774.65
2018년06월09일,821.54,776.55
2018년06월10일,821.87,777.94
2018년06월11일,822.14,778.82
2018년06월12일,822.56,779.29
2018년06월13일,822.73,779.43
2018년06월14일,823.14,780.26
2018년06월15일,822.89,780.44
2018년06월16일,822.90,781.21
2018년06월17일,822.85,781.16
2018년06월18일,822.76,781.29
2018년06월19일,823.04,780.69
2018년06월20일,823.11,779.80
2018년06월21일,822.99,779.70
2018년06월22일,822.75,779.01
2018년06월23일,822.95,779.00
2018년06월24일,823.12,778.77
2018년06월25일,823.10,778.34
2018년06월26일,823.05,778.24
2018년06월27일,823.11,778.44
2018년06월28일,823.07,778.27
2018년06월29일,822.92,777.34
2018년06월30일,823.23,778.77
2018년07월01일,823.23,778.91
2018년07월02일,823.23,778.91
2018년07월03일,823.65,780.51
2018년07월04일,823.68,781.23
2018년07월05일,823.80,781.15
2018년07월06일,823.96,781.62
2018년07월07일,823.74,782.56
2018년07월08일,823.92,783.13
2018년07월09일,824.18,783.44
2018년07월10일,824.42,782.60
2018년07월11일,824.76,782.56
2018년07월12일,825.37,782.98
2018년07월13일,825.50,783.45
2018년07월14일,825.67,783.33
2018년07월15일,825.84,783.83
2018년07월16일,825.79,783.61
2018년07월17일,826.25,782.88
2018년07월18일,826.33,783.34
2018년07월19일,826.50,783.83
2018년07월20일,826.56,783.77
2018년07월21일,826.82,784.25
2018년07월22일,827.23,785.16
2018년07월23일,827.06,784.37
2018년07월24일,827.17,785.31
2018년07월25일,827.10,785.69
2018년07월26일,827.43,785.76
2018년07월27일,827.54,786.31
2018년07월28일,827.68,786.35
2018년07월29일,827.74,787.32
2018년07월30일,827.71,787.50
2018년07월31일,827.72,789.03
2018년08월01일,828.05,789.71
2018년08월02일,829.20,790.18
2018년08월03일,829.64,790.61
2018년08월04일,829.91,791.07
2018년08월05일,830.03,792.30
2018년08월06일,830.42,792.95
2018년08월07일,830.33,793.64
2018년08월08일,830.97,794.19
2018년08월09일,831.23,794.74
2018년08월10일,831.32,794.34
2018년08월11일,831.47,795.66
2018년08월12일,831.42,795.91
2018년08월13일,831.54,796.42
2018년08월14일,831.86,797.08
2018년08월15일,832.17,796.99
2018년08월16일,832.57,797.18
2018년08월17일,832.81,797.04
2018년08월18일,833.04,797.92
2018년08월19일,833.18,797.98
2018년08월20일,832.88,798.20
2018년08월21일,832.87,798.27
2018년08월22일,832.84,798.73
2018년08월23일,833.24,798.44
2018년08월24일,833.17,798.18
2018년08월25일,833.23,798.72
2018년08월26일,833.27,798.43
2018년08월27일,833.09,798.62
2018년08월28일,833.38,798.40
2018년08월29일,833.53,798.65
2018년08월30일,833.90,799.55
2018년08월31일,834.00,799.44
2018년09월01일,834.12,799.56
2018년09월02일,835.32,799.78
2018년09월03일,835.64,799.89
2018년09월04일,835.99,799.92
2018년09월05일,836.68,800.80
2018년09월06일,837.19,801.54
2018년09월07일,837.75,801.72
2018년09월08일,838.78,803.10
2018년09월09일,839.41,803.17
2018년09월10일,840.01,803.73
2018년09월11일,840.28,803.53
2018년09월12일,841.52,804.83
2018년09월13일,842.51,806.06
2018년09월14일,843.90,807.27
2018년09월15일,844.82,808.09
2018년09월16일,845.96,808.60
2018년09월17일,846.49,808.81
2018년09월18일,847.40,810.31
2018년09월19일,848.16,811.08
2018년09월20일,849.28,813.11
2018년09월21일,850.10,814.90
2018년09월22일,851.59,816.05
2018년09월23일,853.38,817.13
2018년09월24일,853.88,817.70
2018년09월25일,854.26,817.81
2018년09월26일,855.02,818.96
2018년09월27일,855.53,820.09
2018년09월28일,856.47,821.61
2018년09월29일,858.01,824.21
2018년09월30일,858.94,825.38
2018년10월01일,860.02,826.02
2018년10월02일,862.83,828.31
2018년10월03일,865.38,830.40
2018년10월04일,867.44,832.00
2018년10월05일,868.78,833.51
2018년10월06일,870.77,834.61
2018년10월07일,872.07,835.53
2018년10월08일,872.09,835.49
2018년10월09일,874.68,838.69
2018년10월10일,876.80,840.65
2018년10월11일,879.08,843.89
2018년10월12일,881.28,847.09
2018년10월13일,883.27,848.95
2018년10월14일,884.80,851.39
2018년10월15일,885.65,852.31
2018년10월16일,887.48,853.60
2018년10월17일,889.01,855.46
2018년10월18일,890.67,857.37
2018년10월19일,891.79,859.33
2018년10월20일,892.61,860.46
2018년10월21일,893.21,861.44
2018년10월22일,893.89,861.79
2018년10월23일,894.17,862.52
2018년10월24일,894.76,863.02
2018년10월25일,895.32,863.73
2018년10월26일,895.58,863.83
2018년10월27일,895.48,864.19
2018년10월28일,895.74,864.26
2018년10월29일,896.06,864.54
2018년10월30일,895.92,865.27
2018년10월31일,896.04,866.09
2018년11월01일,896.02,865.76
2018년11월02일,896.36,865.91
2018년11월03일,896.71,865.77
2018년11월04일,896.89,865.97
2018년11월05일,896.97,866.08
2018년11월06일,896.71,865.82
2018년11월07일,898.23,865.82
2018년11월08일,899.76,866.21
2018년11월09일,898.89,866.34
2018년11월10일,897.67,865.93
2018년11월11일,897.45,866.54
2018년11월12일,896.79,866.38
2018년11월13일,896.30,865.32
2018년11월14일,895.17,865.35
2018년11월15일,894.09,865.59
2018년11월16일,893.22,864.87
2018년11월17일,892.40,864.88
2018년11월18일,891.84,864.37
2018년11월19일,891.41,864.23
2018년11월20일,890.27,863.81
2018년11월21일,888.98,863.15
2018년11월22일,887.45,861.95
2018년11월23일,886.04,860.72
2018년11월24일,884.94,860.35
2018년11월25일,883.86,859.69
2018년11월26일,883.42,859.68
2018년11월27일,882.43,858.19
2018년11월28일,880.52,857.04
2018년11월29일,878.71,856.42
2018년11월30일,877.63,855.94
2018년12월01일,875.35,854.64
2018년12월02일,873.70,853.83
2018년12월03일,873.05,853.51
2018년12월04일,870.90,851.86
2018년12월05일,868.65,850.82
2018년12월06일,866.30,849.36
2018년12월07일,864.40,847.21
2018년12월08일,862.18,846.17
2018년12월09일,861.24,846.07
2018년12월10일,860.56,845.02
2018년12월11일,859.16,843.31
2018년12월12일,856.90,841.55
2018년12월13일,855.34,839.22
2018년12월14일,853.26,838.30
2018년12월15일,851.62,836.21
2018년12월16일,850.30,835.34
2018년12월17일,849.58,834.66
2018년12월18일,847.73,833.15
2018년12월19일,845.63,831.82
2018년12월20일,843.08,829.08
2018년12월21일,840.53,827.84
2018년12월22일,837.88,826.60
2018년12월23일,836.38,824.70
2018년12월24일,835.61,823.06
2018년12월25일,832.34,820.70
2018년12월26일,830.41,819.63
2018년12월27일,828.36,817.12
2018년12월28일,825.90,814.98
2018년12월29일,823.75,813.22
2018년12월30일,822.17,812.29
2018년12월31일,821.48,811.07
2019년01월01일,820.00,809.06
2019년01월02일,819.91,808.76
2019년01월03일,819.83,808.57
2019년01월04일,819.58,807.82
2019년01월05일,819.37,807.29
2019년01월06일,818.96,806.09
2019년01월07일,817.85,804.37
2019년01월08일,806.46,797.39
2019년01월09일,800.57,792.53
2019년01월10일,797.22,789.52
2019년01월11일,789.59,771.43
2019년01월12일,789.68,771.15
2019년01월13일,789.61,772.20
2019년01월14일,789.73,771.72
2019년01월15일,789.16,773.40
2019년01월16일,788.64,772.93
2019년01월17일,788.41,773.07
2019년01월18일,787.84,772.14
2019년01월19일,787.34,770.53
2019년01월20일,786.74,769.35
2019년01월21일,786.34,768.94
2019년01월22일,785.75,768.18
2019년01월23일,784.76,767.92
2019년01월24일,785.03,767.41
2019년01월25일,784.70,766.25
2019년01월26일,784.50,766.52
2019년01월27일,784.48,766.13
2019년01월28일,783.83,765.28
2019년01월29일,783.51,765.14
2019년01월30일,783.51,765.44
2019년01월31일,783.25,765.79
2019년02월01일,783.21,765.97
2019년02월02일,783.15,766.74
2019년02월03일,783.34,767.17
2019년02월04일,783.46,767.27
2019년02월05일,783.05,766.92
2019년02월06일,783.09,766.56
2019년02월07일,783.12,766.38
2019년02월08일,782.59,766.13
2019년02월09일,782.18,765.44
2019년02월10일,781.59,765.46
2019년02월11일,781.13,763.52
2019년02월12일,781.29,763.40
2019년02월13일,781.00,762.06
2019년02월14일,781.29,762.64
2019년02월15일,780.96,762.94
2019년02월16일,780.97,763.11
2019년02월17일,781.11,763.76
2019년02월18일,780.71,763.73
2019년02월19일,780.62,763.39
2019년02월20일,780.73,763.39
2019년02월21일,781.01,763.50
2019년02월22일,780.92,762.89
2019년02월23일,780.63,762.85
2019년02월24일,781.21,762.37
2019년02월25일,781.41,762.27
2019년02월26일,781.71,762.34
2019년02월27일,781.74,762.50
2019년02월28일,782.04,761.92
2019년03월01일,782.09,762.39
2019년03월02일,782.58,762.64
2019년03월03일,782.93,762.85
2019년03월04일,782.82,762.39
2019년03월05일,783.40,763.70
2019년03월06일,784.46,763.61
2019년03월07일,784.78,764.49
2019년03월08일,785.40,764.29
2019년03월09일,786.60,765.32
2019년03월10일,786.92,765.79
2019년03월11일,787.30,766.01
2019년03월12일,787.97,767.16
2019년03월13일,788.50,767.50
2019년03월14일,789.46,769.10
2019년03월15일,790.62,769.01
2019년03월16일,792.15,769.52
2019년03월17일,793.21,770.76
2019년03월18일,794.04,770.68
2019년03월19일,795.26,772.08
2019년03월20일,796.66,772.83
2019년03월21일,797.56,774.22
2019년03월22일,799.32,775.37
2019년03월23일,800.42,776.40
2019년03월24일,801.15,777.09
2019년03월25일,801.76,777.11
2019년03월26일,803.21,777.44
2019년03월27일,804.32,779.44
2019년03월28일,804.62,780.51
2019년03월29일,805.62,781.01
2019년03월30일,806.90,783.19
2019년03월31일,806.57,782.99
2019년04월01일,806.26,782.53
2019년04월02일,808.30,783.19
2019년04월03일,809.64,783.25
2019년04월04일,811.14,783.63
2019년04월05일,811.57,783.07
2019년04월06일,812.74,783.05
2019년04월07일,813.46,783.32
2019년04월08일,813.49,783.31
2019년04월09일,814.35,781.03
2019년04월10일,815.33,782.16
2019년04월11일,816.27,783.07
2019년04월12일,816.76,782.58
2019년04월13일,817.54,783.51
2019년04월14일,818.41,783.40
2019년04월15일,819.03,783.61
2019년04월16일,820.01,784.84
2019년04월17일,821.52,785.47
2019년04월18일,822.43,785.45
2019년04월19일,823.68,786.54
2019년04월20일,825.18,787.09
2019년04월21일,826.10,787.87
2019년04월22일,826.76,787.72
2019년04월23일,828.24,787.99
2019년04월24일,829.68,789.66
2019년04월25일,831.37,790.79
2019년04월26일,832.51,790.33
2019년04월27일,833.50,791.60
2019년04월28일,834.94,792.07
2019년04월29일,835.37,792.98
2019년04월30일,836.49,794.54
2019년05월01일,838.05,795.71
2019년05월02일,840.31,795.81
2019년05월03일,842.39,797.26
2019년05월04일,844.04,798.74
2019년05월05일,845.12,799.38
2019년05월06일,845.98,799.44
2019년05월07일,846.95,800.32
2019년05월08일,849.07,802.51
2019년05월09일,850.81,802.58
2019년05월10일,852.32,803.80
2019년05월11일,853.40,805.13
2019년05월12일,854.34,805.60
2019년05월13일,854.70,805.48
2019년05월14일,854.97,805.39
2019년05월15일,855.83,805.95
2019년05월16일,856.12,806.25
2019년05월17일,856.44,807.51
2019년05월18일,856.80,806.57
2019년05월19일,856.97,806.47
2019년05월20일,857.11,806.67
2019년05월21일,857.41,807.99
2019년05월22일,857.64,808.28
2019년05월23일,858.23,808.92
2019년05월24일,858.46,808.73
2019년05월25일,858.80,809.92
2019년05월26일,858.93,810.66
2019년05월27일,859.02,810.39
2019년05월28일,859.06,811.38
2019년05월29일,859.33,811.65
2019년05월30일,859.62,810.76
2019년05월31일,859.69,810.96
2019년06월01일,859.92,812.15
2019년06월02일,860.34,812.57
2019년06월03일,860.56,812.96
2019년06월04일,860.40,811.39
2019년06월05일,861.02,813.41
2019년06월06일,861.02,814.04
2019년06월07일,861.23,814.19
2019년06월08일,860.81,814.47
2019년06월09일,860.63,814.10
2019년06월10일,860.52,814.05
2019년06월11일,859.73,815.50
2019년06월12일,859.37,815.16
2019년06월13일,858.80,815.37
2019년06월14일,858.52,814.74
2019년06월15일,857.56,814.44
2019년06월16일,856.98,814.53
2019년06월17일,856.20,813.85
2019년06월18일,855.22,813.95
2019년06월19일,854.07,814.31
2019년06월20일,853.00,814.81
2019년06월21일,851.72,814.33
2019년06월22일,850.37,813.38
2019년06월23일,850.37,813.38
2019년06월24일,849.36,813.10
2019년06월25일,848.27,814.03
2019년06월26일,847.41,813.15
2019년06월27일,847.23,813.90
2019년06월28일,846.33,814.79
2019년06월29일,846.09,815.33
2019년06월30일,845.93,816.40
2019년07월01일,845.56,816.84
2019년07월02일,845.38,817.51
2019년07월03일,844.88,816.94
2019년07월04일,844.55,817.47
2019년07월05일,843.90,817.22
2019년07월06일,843.25,817.25
2019년07월07일,843.26,817.18
2019년07월08일,843.00,815.85
2019년07월09일,842.15,814.83
2019년07월10일,841.85,813.66
2019년07월11일,841.69,812.57
2019년07월12일,841.34,809.85
2019년07월13일,841.61,810.47
2019년07월14일,841.40,810.68
2019년07월15일,841.30,810.41
2019년07월16일,840.89,810.92
2019년07월17일,840.68,811.28
2019년07월18일,840.68,812.18
2019년07월19일,840.78,811.65
2019년07월20일,840.58,811.22
2019년07월21일,840.57,810.81
2019년07월22일,840.25,810.77
2019년07월23일,840.09,809.88
2019년07월24일,839.49,810.14
2019년07월25일,839.32,810.70
2019년07월26일,839.18,810.48
2019년07월27일,839.30,810.77
2019년07월28일,839.41,810.73
2019년07월29일,839.20,811.00
2019년07월30일,838.97,811.55
2019년07월31일,838.97,812.59
2019년08월01일,838.91,812.99
2019년08월02일,839.13,813.64
2019년08월03일,839.02,814.28
2019년08월04일,838.99,814.19
2019년08월05일,839.17,814.61
2019년08월06일,839.18,814.76
2019년08월07일,839.02,814.17
2019년08월08일,839.17,814.65
2019년08월09일,839.20,814.82
2019년08월10일,839.36,814.61
2019년08월11일,839.31,814.82
2019년08월12일,839.21,814.44
2019년08월13일,839.19,814.19
2019년08월14일,839.12,814.67
2019년08월15일,839.01,815.33
2019년08월16일,838.80,814.92
2019년08월17일,838.47,815.24
2019년08월18일,838.31,814.76
2019년08월19일,838.03,814.54
2019년08월20일,838.03,814.48
2019년08월21일,838.13,814.87
2019년08월22일,838.44,815.11
2019년08월23일,838.21,814.99
2019년08월24일,837.83,814.88
2019년08월25일,838.08,814.24
2019년08월26일,838.03,814.61
2019년08월27일,837.99,814.65
2019년08월28일,837.92,814.99
2019년08월29일,838.11,815.26
2019년08월30일,838.44,815.70
2019년08월31일,838.11,815.79
2019년09월01일,838.02,816.28
2019년09월02일,838.03,815.98
2019년09월03일,837.83,816.61
2019년09월04일,837.62,817.00
2019년09월05일,837.65,817.51
2019년09월06일,837.76,817.04
2019년09월07일,837.57,817.01
2019년09월08일,837.69,817.01
2019년09월09일,837.52,816.37
2019년09월10일,837.66,815.71
2019년09월11일,837.76,815.62
2019년09월12일,837.87,816.01
2019년09월13일,837.40,815.20
2019년09월14일,837.30,814.15
2019년09월15일,837.02,813.70
2019년09월16일,836.58,813.21
2019년09월17일,837.22,813.80
2019년09월18일,837.95,815.02
2019년09월19일,838.26,815.71
2019년09월20일,838.77,815.97
2019년09월21일,840.02,816.34
2019년09월22일,840.25,816.44
2019년09월23일,840.61,816.64
2019년09월24일,841.26,818.04
2019년09월25일,841.74,818.10
2019년09월26일,842.58,819.08
2019년09월27일,842.93,820.33
2019년09월28일,843.41,820.81
2019년09월29일,843.68,821.37
2019년09월30일,843.70,821.20
2019년10월01일,843.57,823.15
2019년10월02일,843.96,823.53
2019년10월03일,844.58,824.60
2019년10월04일,844.90,824.53
2019년10월05일,845.12,824.66
2019년10월06일,845.38,824.56
2019년10월07일,845.32,823.96
2019년10월08일,845.25,823.93
2019년10월09일,845.24,824.47
2019년10월10일,845.12,824.37
2019년10월11일,844.94,823.82
2019년10월12일,845.13,823.25
2019년10월13일,845.15,823.47
2019년10월14일,844.85,823.04
2019년10월15일,844.83,822.62
2019년10월16일,844.83,822.63
2019년10월17일,843.86,822.68
2019년10월18일,844.11,823.47
2019년10월19일,844.26,823.60
2019년10월20일,843.96,823.60
2019년10월21일,843.82,823.32
2019년10월22일,843.43,823.72
2019년10월23일,843.06,823.19
2019년10월24일,843.16,823.19
2019년10월25일,842.94,822.69
2019년10월26일,842.84,823.06
2019년10월27일,843.01,822.72
2019년10월28일,842.74,822.47
2019년10월29일,842.34,822.53
2019년10월30일,841.95,822.34
2019년10월31일,841.66,822.35
2019년11월01일,841.46,821.39
2019년11월02일,841.78,821.41
2019년11월03일,841.58,821.38
2019년11월04일,841.54,821.21
2019년11월05일,841.53,821.22
2019년11월06일,841.10,820.60
2019년11월07일,841.10,820.43
2019년11월08일,840.92,820.59
2019년11월09일,840.97,820.61
2019년11월10일,841.19,820.46
2019년11월11일,841.01,820.34
2019년11월12일,840.54,820.09
2019년11월13일,840.66,820.19
2019년11월14일,840.63,820.84
2019년11월15일,840.64,821.11
2019년11월16일,840.58,820.18
2019년11월17일,840.79,819.50
2019년11월18일,840.76,818.87
2019년11월19일,840.12,818.74
2019년11월20일,839.70,819.35
2019년11월21일,839.60,819.68
2019년11월22일,839.22,819.65
2019년11월23일,838.76,819.51
2019년11월24일,838.91,819.28
2019년11월25일,838.65,818.68
2019년11월26일,838.57,819.07
2019년11월27일,838.26,819.03
2019년11월28일,838.25,819.28
2019년11월29일,838.18,819.16
2019년11월30일,837.92,819.39
2019년12월01일,837.98,818.84
2019년12월02일,838.30,818.44
2019년12월03일,838.37,818.42
2019년12월04일,838.91,818.85
2019년12월05일,838.66,819.06
2019년12월06일,838.34,818.78
2019년12월07일,838.10,819.02
2019년12월08일,838.10,818.50
2019년12월09일,837.98,818.49
2019년12월10일,838.19,818.17
2019년12월11일,838.42,818.22
2019년12월12일,838.43,818.27
2019년12월13일,838.21,817.53
2019년12월14일,838.04,817.18
2019년12월15일,838.24,816.73
2019년12월16일,838.13,816.49
2019년12월17일,837.97,816.18
2019년12월18일,838.17,816.42
2019년12월19일,838.62,816.56
2019년12월20일,838.76,816.25
2019년12월21일,838.72,815.39
2019년12월22일,838.59,815.83
2019년12월23일,838.39,815.10
2019년12월24일,838.35,815.50
2019년12월25일,838.86,816.50
2019년12월26일,839.25,816.36
2019년12월27일,839.27,816.21
2019년12월28일,839.77,816.58
2019년12월29일,839.52,816.78
2019년12월30일,839.40,816.48
2019년12월31일,840.15,816.82
2020년01월01일,841.00,817.17
2020년01월02일,840.96,817.13
2020년01월03일,840.79,816.53
2020년01월04일,840.64,815.52
2020년01월05일,840.26,815.05
2020년01월06일,840.18,815.04
2020년01월07일,840.32,813.44
2020년01월08일,840.83,813.26
2020년01월09일,841.62,813.52
2020년01월10일,841.15,812.12
2020년01월11일,839.89,805.74
2020년01월12일,841.56,806.81
2020년01월13일,842.13,807.19
2020년01월14일,842.98,808.86
2020년01월15일,843.83,809.88
2020년01월16일,844.45,810.54
2020년01월17일,844.88,811.07
2020년01월18일,844.75,811.36
2020년01월19일,844.70,810.61
2020년01월20일,844.91,810.44
2020년01월21일,845.11,810.88
2020년01월22일,845.11,811.00
2020년01월23일,845.25,811.77
2020년01월24일,845.28,812.02
2020년01월25일,845.10,812.03
2020년01월26일,845.02,811.85
2020년01월27일,844.52,811.49
2020년01월28일,844.51,811.08
2020년01월29일,844.53,811.32
2020년01월30일,844.94,811.57
2020년01월31일,844.93,811.56
2020년02월01일,844.06,809.99
2020년02월02일,843.92,809.38
2020년02월03일,843.64,808.16
2020년02월04일,843.43,809.43
2020년02월05일,843.20,809.86
2020년02월06일,842.95,810.20
2020년02월07일,842.82,810.77
2020년02월08일,842.19,810.02
2020년02월09일,841.59,809.69
2020년02월10일,841.69,810.01
2020년02월11일,840.80,809.18
2020년02월12일,839.64,808.85
2020년02월13일,838.62,808.34
2020년02월14일,837.27,806.83
2020년02월15일,835.28,805.39
2020년02월16일,834.29,804.22
2020년02월17일,834.05,803.54
2020년02월18일,832.58,802.88
2020년02월19일,831.28,801.83
2020년02월20일,830.28,801.23
2020년02월21일,828.67,800.45
2020년02월22일,827.93,798.30
2020년02월23일,827.13,797.37
2020년02월24일,826.60,796.60
2020년02월25일,825.61,795.09
2020년02월26일,824.86,794.80
2020년02월27일,823.82,794.36
2020년02월28일,823.44,793.79
2020년02월29일,822.29,793.09
2020년03월01일,821.78,792.64
2020년03월02일,821.05,791.62
2020년03월03일,819.60,791.81
2020년03월04일,818.81,792.10
2020년03월05일,817.78,791.77
2020년03월06일,816.51,790.71
2020년03월07일,814.92,789.62
2020년03월08일,814.21,788.97
2020년03월09일,813.82,787.68
2020년03월10일,811.96,786.38
2020년03월11일,810.04,785.94
2020년03월12일,806.72,784.02
2020년03월13일,803.61,781.86
2020년03월14일,800.30,779.46
2020년03월15일,798.64,777.35
2020년03월16일,797.51,776.10
2020년03월17일,793.76,772.99
2020년03월18일,789.65,770.64
2020년03월19일,784.41,768.72
2020년03월20일,779.93,765.40
2020년03월21일,774.63,761.78
2020년03월22일,771.58,759.35
2020년03월23일,769.45,755.81
2020년03월24일,764.57,751.78
2020년03월25일,759.62,747.39
2020년03월26일,756.33,744.78
2020년03월27일,752.41,741.41
2020년03월28일,748.29,738.33
2020년03월29일,745.52,735.00
2020년03월30일,743.77,732.78
2020년03월31일,740.01,731.89
2020년04월01일,736.16,729.96
2020년04월02일,730.47,729.02
2020년04월03일,726.25,725.14
2020년04월04일,722.15,722.01
2020년04월05일,718.80,719.92
2020년04월06일,716.94,717.98
2020년04월07일,713.32,712.45
2020년04월08일,709.84,710.01
2020년04월09일,705.86,707.35
2020년04월10일,702.09,701.74
2020년04월11일,698.12,695.20
2020년04월12일,695.12,692.17
2020년04월13일,693.14,689.03
2020년04월14일,689.91,685.65
2020년04월15일,686.73,683.01
2020년04월16일,684.16,681.74
2020년04월17일,680.44,676.30
2020년04월18일,676.65,673.33
2020년04월19일,673.47,670.89
2020년04월20일,671.81,668.56
2020년04월21일,667.54,662.70
2020년04월22일,662.96,659.52
2020년04월23일,658.73,656.57
2020년04월24일,654.94,653.69
2020년04월25일,651.26,649.83
2020년04월26일,648.59,648.18
2020년04월27일,646.59,645.31
2020년04월28일,642.69,642.21
2020년04월29일,639.07,638.40
2020년04월30일,635.89,636.10
2020년05월01일,633.38,633.46
2020년05월02일,629.91,631.34
2020년05월03일,628.45,629.55
2020년05월04일,627.10,624.27
2020년05월05일,623.92,621.02
2020년05월06일,621.76,619.25
2020년05월07일,619.18,617.22
2020년05월08일,617.06,612.27
2020년05월09일,615.74,608.33
2020년05월10일,614.27,605.52
2020년05월11일,613.43,602.64
2020년05월12일,611.98,602.43
2020년05월13일,609.72,601.52
2020년05월14일,607.54,600.84
2020년05월15일,606.44,597.10
2020년05월16일,605.75,596.83
2020년05월17일,604.21,595.63
2020년05월18일,603.41,594.36
2020년05월19일,602.61,592.55
2020년05월20일,601.62,590.93
2020년05월21일,601.51,590.90
2020년05월22일,601.13,588.60
2020년05월23일,601.47,587.35
2020년05월24일,601.84,586.95
2020년05월25일,601.92,586.15
2020년05월26일,602.62,586.93
2020년05월27일,603.62,586.93
2020년05월28일,604.70,586.73
2020년05월29일,605.22,589.15
2020년05월30일,605.56,589.68
2020년05월31일,606.27,590.12
2020년06월01일,606.90,589.07
2020년06월02일,608.73,590.43
2020년06월03일,609.45,591.46
2020년06월04일,611.18,593.50
2020년06월05일,612.11,594.55
2020년06월06일,613.71,596.04
2020년06월07일,615.27,597.36
2020년06월08일,616.40,595.74
2020년06월09일,618.81,597.90
2020년06월10일,620.99,600.13
2020년06월11일,623.23,602.66
2020년06월12일,625.44,604.39
2020년06월13일,626.48,606.57
2020년06월14일,627.88,606.85
2020년06월15일,628.48,606.40
2020년06월16일,630.00,608.08
2020년06월17일,631.94,608.80
2020년06월18일,633.07,611.09
2020년06월19일,634.36,611.44
2020년06월20일,634.35,611.44
2020년06월21일,636.45,610.37
2020년06월22일,637.13,609.69
2020년06월23일,638.49,612.42
2020년06월24일,639.97,615.68
2020년06월25일,640.60,617.07
2020년06월26일,642.07,619.49
2020년06월27일,643.12,621.14
2020년06월28일,644.57,621.88
2020년06월29일,644.76,622.75
2020년06월30일,646.19,626.14
2020년07월01일,646.79,629.02
2020년07월02일,647.89,630.13
2020년07월03일,649.16,630.14
2020년07월04일,649.91,630.52
2020년07월05일,649.70,631.21
2020년07월06일,649.87,630.37
2020년07월07일,650.84,631.77
2020년07월08일,651.07,631.76
2020년07월09일,651.92,632.40
2020년07월10일,652.16,632.95
2020년07월11일,652.58,631.57
2020년07월12일,652.62,632.18
2020년07월13일,652.42,631.60
2020년07월14일,652.69,632.73
2020년07월15일,652.56,633.47
2020년07월16일,653.46,634.33
2020년07월17일,653.00,634.91
2020년07월18일,653.31,636.93
2020년07월19일,653.56,636.37
2020년07월20일,653.58,636.64
2020년07월21일,653.52,636.27
2020년07월22일,653.42,634.96
2020년07월23일,653.31,635.63
2020년07월24일,653.72,635.15
2020년07월25일,653.27,635.76
2020년07월26일,653.61,634.87
2020년07월27일,653.50,633.57
2020년07월28일,653.09,634.59
2020년07월29일,653.46,636.10
2020년07월30일,653.65,636.50
2020년07월31일,653.84,636.32
2020년08월01일,654.19,639.34
2020년08월02일,654.54,639.76
2020년08월03일,654.62,640.59
2020년08월04일,654.72,640.58
2020년08월05일,654.78,641.04
2020년08월06일,654.76,641.67
2020년08월07일,654.64,641.44
2020년08월08일,654.65,641.42
2020년08월09일,654.74,641.43
2020년08월10일,654.83,640.90
2020년08월11일,654.74,641.75
2020년08월12일,654.62,641.93
2020년08월13일,655.02,642.06
2020년08월14일,655.07,642.94
2020년08월15일,655.27,643.98
2020년08월16일,655.31,643.39
2020년08월17일,655.16,644.08
2020년08월18일,655.77,644.47
2020년08월19일,655.42,645.45
2020년08월20일,656.06,645.83
2020년08월21일,655.64,645.39
2020년08월22일,655.75,645.92
2020년08월23일,655.67,646.52
2020년08월24일,655.14,646.28
