구분,자동차용경유,실내등유
2022년12월07일,1456.66,1405.92
2022년12월08일,1453.96,1404.29
2022년12월09일,1450.60,1402.58
2022년12월10일,1446.55,1400.54
2022년12월11일,1442.16,1396.90
2022년12월12일,1440.03,1394.15
2022년12월13일,1434.34,1390.44
2022년12월14일,1428.59,1386.74
2022년12월15일,1423.59,1382.30
2022년12월16일,1418.74,1377.31
2022년12월17일,1413.84,1372.57
2022년12월18일,1409.98,1369.07
2022년12월19일,1407.95,1365.69
2022년12월20일,1402.50,1360.37
2022년12월21일,1396.63,1356.98
2022년12월22일,1393.10,1353.64
2022년12월23일,1390.65,1350.57
2022년12월24일,1387.67,1348.20
2022년12월25일,1385.16,1344.98
2022년12월26일,1383.74,1342.73
2022년12월27일,1380.97,1339.80
2022년12월28일,1377.14,1337.30
2022년12월29일,1376.01,1336.64
2022년12월30일,1374.45,1334.17
2022년12월31일,1372.70,1332.85
2023년01월01일,1371.27,1331.05
2023년01월02일,1370.85,1330.29
2023년01월03일,1370.39,1329.57
2023년01월04일,1370.29,1328.87
2023년01월05일,1366.73,1326.37
2023년01월06일,1363.49,1322.39
2023년01월07일,1359.66,1319.20
2023년01월08일,1357.19,1316.37
2023년01월09일,1354.76,1311.95
2023년01월10일,1350.09,1303.11
2023년01월11일,1344.58,1291.84
2023년01월12일,1341.76,1290.03
2023년01월13일,1338.25,1288.86
2023년01월14일,1334.89,1290.11
2023년01월15일,1332.23,1289.29
2023년01월16일,1330.21,1286.74
2023년01월17일,1327.81,1285.54
2023년01월18일,1324.76,1284.90
2023년01월19일,1321.32,1282.21
2023년01월20일,1318.76,1279.79
2023년01월21일,1316.33,1278.30
2023년01월22일,1314.55,1277.40
2023년01월23일,1313.98,1276.21
2023년01월24일,1313.26,1275.98
2023년01월25일,1312.38,1275.89
2023년01월26일,1311.13,1277.35
2023년01월27일,1309.95,1274.72
2023년01월28일,1307.99,1274.60
2023년01월29일,1307.51,1275.18
2023년01월30일,1305.85,1274.00
2023년01월31일,1305.39,1272.24
2023년02월01일,1304.38,1271.48
2023년02월02일,1303.49,1271.57
2023년02월03일,1302.07,1272.26
2023년02월04일,1300.86,1272.00
2023년02월05일,1299.74,1269.99
2023년02월06일,1298.40,1268.82
2023년02월07일,1296.48,1267.13
2023년02월08일,1293.49,1264.33
2023년02월09일,1290.72,1264.33
2023년02월10일,1287.31,1261.72
2023년02월11일,1283.82,1260.94
2023년02월12일,1281.44,1260.59
2023년02월13일,1280.10,1258.67
2023년02월14일,1277.38,1257.43
2023년02월15일,1273.98,1254.85
2023년02월16일,1270.48,1253.88
2023년02월17일,1267.49,1252.68
2023년02월18일,1264.86,1251.29
2023년02월19일,1261.52,1248.57
2023년02월20일,1259.95,1245.88
2023년02월21일,1256.70,1243.74
2023년02월22일,1252.86,1241.28
2023년02월23일,1249.55,1240.49
2023년02월24일,1245.94,1237.53
2023년02월25일,1242.59,1236.56
2023년02월26일,1240.22,1234.87
2023년02월27일,1239.04,1233.47
2023년02월28일,1235.08,1230.28
2023년03월01일,1231.84,1227.83
2023년03월02일,1228.81,1227.62
2023년03월03일,1223.00,1224.44
2023년03월04일,1223.00,1224.44
2023년03월05일,1221.81,1222.87
2023년03월06일,1220.49,1220.07
2023년03월07일,1218.55,1216.76
2023년03월08일,1216.50,1216.64
2023년03월09일,1215.33,1216.89
2023년03월10일,1214.40,1214.53
2023년03월11일,1213.26,1215.55
2023년03월12일,1212.52,1215.00
2023년03월13일,1211.94,1212.20
2023년03월14일,1210.69,1212.38
2023년03월15일,1209.96,1212.16
2023년03월16일,1208.31,1211.56
2023년03월17일,1207.08,1209.79
2023년03월18일,1205.82,1211.06
2023년03월19일,1203.83,1210.80
2023년03월20일,1202.95,1210.02
2023년03월21일,1201.02,1207.94
2023년03월22일,1198.95,1206.64
2023년03월23일,1197.05,1203.93
2023년03월24일,1194.13,1202.91
2023년03월25일,1191.59,1199.66
2023년03월26일,1190.27,1197.85
2023년03월27일,1189.42,1196.15
2023년03월28일,1187.05,1191.64
2023년03월29일,1185.58,1191.28
2023년03월30일,1184.08,1189.84
2023년03월31일,1182.63,1190.85
2023년04월01일,1181.82,1189.12
2023년04월02일,1180.91,1187.64
2023년04월03일,1180.38,1186.00
2023년04월04일,1179.46,1186.38
2023년04월05일,1179.98,1186.12
2023년04월06일,1179.60,1185.32
2023년04월07일,1179.86,1185.54
2023년04월08일,1179.93,1184.77
2023년04월09일,1181.08,1183.52
2023년04월10일,1181.61,1182.66
2023년04월11일,1182.09,1181.12
2023년04월12일,1182.65,1180.94
2023년04월13일,1183.80,1181.98
2023년04월14일,1185.40,1181.68
2023년04월15일,1185.83,1180.79
2023년04월16일,1187.07,1180.48
2023년04월17일,1187.33,1179.06
2023년04월18일,1188.51,1180.23
2023년04월19일,1188.82,1179.38
2023년04월20일,1188.59,1178.54
2023년04월21일,1188.70,1180.69
2023년04월22일,1189.06,1180.44
2023년04월23일,1189.30,1180.41
2023년04월24일,1189.02,1178.04
2023년04월25일,1188.79,1177.09
2023년04월26일,1187.90,1176.29
2023년04월27일,1187.26,1176.95
2023년04월28일,1186.49,1174.66
2023년04월29일,1185.86,1175.70
2023년04월30일,1185.60,1175.77
2023년05월01일,1185.70,1174.67
2023년05월02일,1184.81,1174.42
2023년05월03일,1182.85,1174.34
2023년05월04일,1182.80,1174.22
2023년05월05일,1181.47,1174.10
2023년05월06일,1179.90,1173.92
2023년05월07일,1178.72,1173.29
2023년05월08일,1177.58,1171.76
2023년05월09일,1174.64,1169.89
2023년05월10일,1171.63,1167.70
2023년05월11일,1168.27,1165.29
2023년05월12일,1164.91,1164.38
2023년05월13일,1161.21,1163.14
2023년05월14일,1158.09,1162.05
2023년05월15일,1156.40,1161.70
2023년05월16일,1152.35,1157.01
2023년05월17일,1147.94,1159.16
2023년05월18일,1144.58,1157.91
2023년05월19일,1140.44,1154.92
2023년05월20일,1136.05,1152.64
2023년05월21일,1133.04,1150.53
2023년05월22일,1131.24,1146.55
2023년05월23일,1126.62,1144.78
2023년05월24일,1122.82,1145.03
2023년05월25일,1119.57,1143.48
2023년05월26일,1116.20,1139.80
2023년05월27일,1113.27,1136.38
2023년05월28일,1111.47,1133.93
2023년05월29일,1110.28,1133.01
2023년05월30일,1108.68,1132.13
2023년05월31일,1106.48,1132.65
2023년06월01일,1104.65,1130.63
2023년06월02일,1101.01,1131.98
2023년06월03일,1098.22,1131.14
2023년06월04일,1095.92,1130.96
2023년06월05일,1095.04,1129.54
2023년06월06일,1092.82,1128.17
2023년06월07일,1090.49,1125.34
2023년06월08일,1088.02,1125.51
2023년06월09일,1085.78,1123.27
2023년06월10일,1084.56,1120.90
2023년06월11일,1083.18,1119.36
2023년06월12일,1082.39,1118.51
2023년06월13일,1080.55,1117.45
2023년06월14일,1078.73,1115.44
2023년06월15일,1077.24,1114.64
2023년06월16일,1075.29,1113.73
2023년06월17일,1074.20,1113.86
2023년06월18일,1073.42,1113.00
2023년06월19일,1071.93,1110.82
2023년06월20일,1070.93,1110.29
2023년06월21일,1069.50,1109.87
2023년06월22일,1067.84,1107.32
2023년06월23일,1066.36,1105.49
2023년06월24일,1064.92,1105.87
2023년06월25일,1064.29,1105.07
2023년06월26일,1063.95,1104.19
2023년06월27일,1062.65,1104.19
2023년06월28일,1061.94,1103.61
2023년06월29일,1061.32,1103.07
2023년06월30일,1060.66,1103.57
2023년07월01일,1059.88,1103.92
2023년07월02일,1058.53,1103.70
2023년07월03일,1057.65,1103.00
2023년07월04일,1056.59,1103.71
2023년07월05일,1056.07,1104.22
2023년07월06일,1055.66,1101.86
2023년07월07일,1055.26,1099.55
2023년07월08일,1054.75,1098.61
2023년07월09일,1054.15,1098.27
2023년07월10일,1054.08,1097.98
2023년07월11일,1053.72,1097.79
2023년07월12일,1052.98,1095.63
2023년07월13일,1053.55,1096.36
2023년07월14일,1053.84,1094.73
2023년07월15일,1054.07,1094.64
2023년07월16일,1054.59,1095.24
2023년07월17일,1054.17,1094.88
2023년07월18일,1055.23,1092.97
2023년07월19일,1055.41,1092.74
2023년07월20일,1056.04,1095.74
2023년07월21일,1057.36,1095.29
2023년07월22일,1058.50,1096.87
2023년07월23일,1059.38,1097.75
2023년07월24일,1059.61,1098.20
2023년07월25일,1060.54,1096.27
2023년07월26일,1062.62,1097.74
2023년07월27일,1064.63,1096.89
2023년07월28일,1067.05,1100.07
2023년07월29일,1070.44,1101.07
2023년07월30일,1073.25,1102.04
2023년07월31일,1074.87,1100.83
2023년08월01일,1078.67,1099.13
2023년08월02일,1085.06,1102.71
2023년08월03일,1091.16,1105.23
2023년08월04일,1097.28,1106.22
2023년08월05일,1104.17,1109.60
2023년08월06일,1110.56,1110.73
2023년08월07일,1113.53,1111.22
2023년08월08일,1120.93,1113.85
2023년08월09일,1131.35,1117.09
2023년08월10일,1138.99,1121.30
2023년08월11일,1144.69,1122.10
2023년08월12일,1152.68,1125.57
2023년08월13일,1159.94,1127.40
2023년08월14일,1163.70,1126.68
2023년08월15일,1171.72,1131.74
2023년08월16일,1177.38,1132.90
2023년08월17일,1183.49,1136.94
2023년08월18일,1188.73,1140.44
2023년08월19일,1194.90,1142.78
2023년08월20일,1198.42,1143.51
2023년08월21일,1200.07,1144.38
2023년08월22일,1203.91,1144.69
2023년08월23일,1208.21,1146.22
2023년08월24일,1210.85,1148.53
2023년08월25일,1213.48,1149.55
2023년08월26일,1216.19,1151.16
2023년08월27일,1218.47,1152.72
2023년08월28일,1219.68,1152.86
2023년08월29일,1221.53,1153.94
2023년08월30일,1223.16,1153.99
2023년08월31일,1224.83,1156.87
2023년09월01일,1227.02,1157.68
2023년09월02일,1230.21,1159.23
2023년09월03일,1232.10,1160.80
2023년09월04일,1232.98,1161.96
2023년09월05일,1234.95,1163.84
2023년09월06일,1236.80,1163.59
2023년09월07일,1238.35,1167.03
2023년09월08일,1241.15,1168.82
2023년09월09일,1243.26,1169.64
2023년09월10일,1245.29,1170.57
2023년09월11일,1246.19,1170.86
2023년09월12일,1248.52,1173.53
2023년09월13일,1251.41,1176.35
2023년09월14일,1253.45,1180.07
2023년09월15일,1255.77,1181.71
2023년09월16일,1258.41,1186.16
2023년09월17일,1261.21,1187.76
2023년09월18일,1262.53,1188.39
2023년09월19일,1266.11,1194.13
2023년09월20일,1268.54,1198.80
2023년09월21일,1271.17,1202.24
2023년09월22일,1273.95,1204.50
2023년09월23일,1276.89,1207.81
2023년09월24일,1279.42,1209.97
2023년09월25일,1280.84,1210.88
2023년09월26일,1282.69,1214.91
2023년09월27일,1284.36,1218.05
2023년09월28일,1286.23,1221.39
2023년09월29일,1288.11,1222.71
2023년09월30일,1288.86,1222.05
2023년10월01일,1289.37,1222.73
2023년10월02일,1290.22,1223.52
2023년10월03일,1291.46,1225.09
2023년10월04일,1292.51,1227.81
2023년10월05일,1293.99,1228.99
2023년10월06일,1295.12,1232.58
2023년10월07일,1295.93,1235.10
2023년10월08일,1296.34,1236.39
2023년10월09일,1296.44,1237.84
2023년10월10일,1296.49,1239.55
2023년10월11일,1297.04,1241.17
2023년10월12일,1297.15,1242.70
2023년10월13일,1296.98,1243.66
2023년10월14일,1297.20,1244.44
2023년10월15일,1297.17,1245.11
2023년10월16일,1296.78,1245.37
2023년10월17일,1296.42,1245.91
2023년10월18일,1296.05,1247.17
2023년10월19일,1296.23,1247.81
2023년10월20일,1296.06,1248.01
2023년10월21일,1295.57,1248.89
2023년10월22일,1295.38,1249.28
2023년10월23일,1295.48,1249.69
2023년10월24일,1294.60,1250.00
2023년10월25일,1294.93,1250.41
2023년10월26일,1294.31,1251.61
2023년10월27일,1294.17,1251.19
2023년10월28일,1293.94,1251.20
2023년10월29일,1293.47,1250.30
2023년10월30일,1293.05,1249.91
2023년10월31일,1292.25,1249.99
2023년11월01일,1291.36,1249.26
2023년11월02일,1291.33,1249.92
2023년11월03일,1290.01,1248.95
2023년11월04일,1289.11,1248.40
2023년11월05일,1288.71,1248.00
2023년11월06일,1288.14,1247.88
2023년11월07일,1287.04,1247.58
2023년11월08일,1285.41,1247.73
2023년11월09일,1284.43,1247.34
2023년11월10일,1282.32,1246.46
2023년11월11일,1280.13,1247.02
2023년11월12일,1278.15,1246.23
2023년11월13일,1277.25,1246.07
2023년11월14일,1274.17,1245.02
2023년11월15일,1271.01,1243.47
2023년11월16일,1267.82,1243.11
2023년11월17일,1265.16,1242.06
2023년11월18일,1262.93,1240.67
2023년11월19일,1261.36,1240.67
2023년11월20일,1260.49,1239.50
2023년11월21일,1253.98,1236.58
2023년11월22일,1253.93,1236.55
2023년11월23일,1251.57,1235.56
2023년11월24일,1249.09,1233.33
2023년11월25일,1246.89,1232.98
2023년11월26일,1245.48,1233.04
2023년11월27일,1244.27,1232.03
2023년11월28일,1240.86,1230.53
2023년11월29일,1237.91,1229.24
2023년11월30일,1235.89,1228.24
2023년12월01일,1233.31,1227.90
2023년12월02일,1230.96,1227.74
2023년12월03일,1229.81,1227.29
2023년12월04일,1228.69,1226.61
2023년12월05일,1226.73,1225.32
2023년12월06일,1223.47,1223.85
2023년12월07일,1220.91,1222.63
2023년12월08일,1218.77,1220.89
2023년12월09일,1215.29,1219.15
2023년12월10일,1213.41,1217.76
2023년12월11일,1212.51,1216.16
2023년12월12일,1209.93,1213.83
2023년12월13일,1205.64,1212.20
2023년12월14일,1202.35,1210.80
2023년12월15일,1199.02,1207.39
2023년12월16일,1196.08,1204.92
2023년12월17일,1193.72,1203.07
2023년12월18일,1192.12,1201.89
2023년12월19일,1187.91,1200.56
2023년12월20일,1184.19,1197.22
2023년12월21일,1181.66,1195.01
2023년12월22일,1180.01,1193.94
2023년12월23일,1179.22,1192.69
2023년12월24일,1178.28,1192.37
2023년12월25일,1177.83,1191.97
2023년12월26일,1177.30,1191.26
2023년12월27일,1175.12,1190.54
2023년12월28일,1173.61,1189.93
2023년12월29일,1172.61,1189.37
2023년12월30일,1171.65,1188.47
2023년12월31일,1171.02,1188.17
2024년01월01일,1170.79,1187.93
2024년01월02일,1170.78,1187.94
2024년01월03일,1170.68,1187.50
2024년01월04일,1170.60,1187.79
2024년01월05일,1166.42,1186.99
2024년01월06일,1164.67,1186.25
2024년01월07일,1163.05,1185.97
2024년01월08일,1162.18,1185.18
2024년01월09일,1160.65,1184.14
2024년01월10일,1158.84,1182.99
2024년01월11일,1157.38,1181.35
2024년01월12일,1156.24,1180.97
2024년01월13일,1154.50,1180.33
2024년01월14일,1153.25,1179.80
2024년01월15일,1152.59,1179.39
2024년01월16일,1151.64,1177.73
2024년01월17일,1150.08,1176.65
2024년01월18일,1148.67,1175.58
2024년01월19일,1147.55,1174.59
2024년01월20일,1146.43,1173.12
2024년01월21일,1145.76,1172.15
2024년01월22일,1145.11,1171.55
2024년01월23일,1144.31,1169.82
2024년01월24일,1143.62,1169.07
2024년01월25일,1143.15,1168.17
2024년01월26일,1142.15,1166.61
2024년01월27일,1141.78,1165.48
2024년01월28일,1142.42,1163.14
2024년01월29일,1142.12,1159.74
2024년01월30일,1142.31,1157.20
2024년01월31일,1142.97,1156.34
2024년02월01일,1143.12,1155.91
2024년02월02일,1144.32,1156.35
2024년02월03일,1145.25,1156.84
2024년02월04일,1145.91,1156.77
2024년02월05일,1146.20,1156.57
2024년02월06일,1147.02,1156.26
2024년02월07일,1148.28,1157.53
2024년02월08일,1149.77,1157.75
2024년02월09일,1150.60,1158.44
2024년02월10일,1151.59,1158.82
2024년02월11일,1151.96,1158.79
2024년02월12일,1152.37,1158.58
2024년02월13일,1152.90,1158.44
2024년02월14일,1153.97,1158.31
2024년02월15일,1155.88,1157.60
2024년02월16일,1157.46,1157.76
2024년02월17일,1159.47,1158.39
2024년02월18일,1160.68,1158.59
2024년02월19일,1161.47,1158.74
2024년02월20일,1162.86,1158.69
2024년02월21일,1164.33,1158.89
2024년02월22일,1165.25,1159.07
2024년02월23일,1166.52,1159.60
2024년02월24일,1167.52,1160.55
2024년02월25일,1168.25,1161.17
2024년02월26일,1168.56,1161.02
2024년02월27일,1169.27,1161.44
2024년02월28일,1169.75,1162.67
2024년02월29일,1170.74,1162.70
2024년03월01일,1171.56,1162.72
2024년03월02일,1172.30,1163.61
2024년03월03일,1172.90,1164.42
2024년03월04일,1172.78,1164.63
2024년03월05일,1173.29,1164.81
2024년03월06일,1173.41,1164.84
2024년03월07일,1174.19,1165.66
2024년03월08일,1174.67,1165.94
2024년03월09일,1174.77,1166.29
2024년03월10일,1175.08,1165.89
2024년03월11일,1175.37,1165.28
2024년03월12일,1175.26,1166.07
2024년03월13일,1175.49,1166.18
2024년03월14일,1174.93,1166.48
2024년03월15일,1175.61,1166.62
2024년03월16일,1175.40,1166.75
2024년03월17일,1175.76,1167.00
2024년03월18일,1175.82,1166.98
2024년03월19일,1175.65,1166.70
2024년03월20일,1175.42,1166.76
2024년03월21일,1175.42,1166.77
2024년03월22일,1175.46,1166.43
2024년03월23일,1175.53,1166.26
2024년03월24일,1175.52,1165.77
2024년03월25일,1175.61,1165.40
2024년03월26일,1175.33,1165.12
2024년03월27일,1175.29,1165.15
2024년03월28일,1175.50,1165.21
2024년03월29일,1175.48,1165.60
2024년03월30일,1175.40,1165.56
2024년03월31일,1176.20,1165.75
2024년04월01일,1176.19,1164.97
2024년04월02일,1176.60,1164.94
2024년04월03일,1176.61,1165.09
2024년04월04일,1176.90,1164.95
2024년04월05일,1177.48,1164.85
2024년04월06일,1178.61,1165.63
2024년04월07일,1179.51,1165.53
2024년04월08일,1179.98,1165.51
2024년04월09일,1181.58,1165.59
2024년04월10일,1183.66,1166.35
2024년04월11일,1185.07,1165.39
2024년04월12일,1186.05,1166.77
2024년04월13일,1186.06,1166.34
2024년04월14일,1186.07,1166.31
2024년04월15일,1186.08,1165.80
2024년04월16일,1186.03,1165.00
2024년04월17일,1186.00,1165.44
2024년04월18일,1191.70,1166.43
2024년04월19일,1193.39,1167.35
2024년04월20일,1194.87,1167.57
2024년04월21일,1195.31,1167.34
2024년04월22일,1195.97,1167.72
2024년04월23일,1196.70,1167.89
2024년04월24일,1197.10,1168.23
2024년04월25일,1197.66,1167.51
2024년04월26일,1197.92,1168.24
2024년04월27일,1198.23,1168.49
2024년04월28일,1198.48,1168.42
2024년04월29일,1198.73,1168.40
2024년04월30일,1198.68,1168.41
2024년05월01일,1199.05,1168.80
2024년05월02일,1199.21,1168.10
2024년05월03일,1199.19,1168.93
2024년05월04일,1199.15,1169.06
2024년05월05일,1199.02,1168.67
2024년05월06일,1198.81,1168.45
2024년05월07일,1198.70,1168.65
2024년05월08일,1198.40,1168.15
2024년05월09일,1198.28,1168.44
2024년05월10일,1197.81,1169.21
2024년05월11일,1196.89,1169.39
2024년05월12일,1196.56,1169.22
2024년05월13일,1196.27,1169.88
2024년05월14일,1195.31,1168.73
2024년05월15일,1193.80,1170.24
2024년05월16일,1193.19,1169.21
2024년05월17일,1191.91,1169.37
2024년05월18일,1190.54,1169.94
2024년05월19일,1188.96,1169.57
2024년05월20일,1188.42,1168.53
2024년05월21일,1186.82,1168.99
2024년05월22일,1184.75,1168.99
2024년05월23일,1183.48,1167.02
2024년05월24일,1181.73,1167.94
2024년05월25일,1179.85,1167.41
2024년05월26일,1179.07,1167.40
2024년05월27일,1178.34,1166.46
2024년05월28일,1176.55,1165.93
2024년05월29일,1174.56,1165.67
2024년05월30일,1173.41,1165.15
2024년05월31일,1172.35,1164.21
2024년06월01일,1171.03,1163.31
2024년06월02일,1169.72,1162.80
2024년06월03일,1169.06,1161.08
2024년06월04일,1167.84,1161.49
2024년06월05일,1166.06,1161.01
2024년06월06일,1164.41,1161.22
2024년06월07일,1163.10,1160.35
2024년06월08일,1162.00,1159.64
2024년06월09일,1161.22,1159.48
2024년06월10일,1160.35,1159.08
2024년06월11일,1158.57,1158.80
2024년06월12일,1157.02,1158.23
2024년06월13일,1155.45,1157.69
2024년06월14일,1154.28,1157.12
2024년06월15일,1153.83,1157.38
2024년06월16일,1153.34,1157.35
2024년06월17일,1152.69,1155.58
2024년06월18일,1151.71,1155.53
2024년06월19일,1150.92,1155.05
2024년06월20일,1150.50,1153.90
2024년06월21일,1149.98,1154.56
2024년06월22일,1150.34,1154.52
2024년06월23일,1150.68,1154.04
2024년06월24일,1150.90,1153.92
2024년06월25일,1150.63,1153.52
2024년06월26일,1151.43,1152.84
2024년06월27일,1152.29,1152.82
2024년06월28일,1152.95,1153.04
2024년06월29일,1153.52,1153.45
2024년06월30일,1154.88,1154.41
2024년07월01일,1155.34,1154.71
2024년07월02일,1153.17,1154.05
2024년07월03일,1153.97,1155.90
2024년07월04일,1155.30,1155.79
2024년07월05일,1156.10,1156.00
2024년07월06일,1156.97,1156.20
2024년07월07일,1157.59,1156.38
2024년07월08일,1158.01,1156.08
2024년07월09일,1159.35,1156.09
2024년07월10일,1161.20,1156.77
2024년07월11일,1161.83,1157.80
2024년07월12일,1162.30,1157.92
2024년07월13일,1163.05,1158.39
2024년07월14일,1163.61,1158.54
2024년07월15일,1164.22,1158.25
2024년07월16일,1164.72,1157.85
2024년07월17일,1165.10,1158.98
2024년07월18일,1165.64,1159.59
2024년07월19일,1166.08,1160.35
2024년07월20일,1166.27,1160.81
2024년07월21일,1166.79,1160.86
2024년07월22일,1166.62,1161.05
2024년07월23일,1167.16,1161.51
2024년07월24일,1167.15,1161.87
2024년07월25일,1167.07,1161.63
2024년07월26일,1167.05,1161.08
2024년07월27일,1167.08,1162.50
2024년07월28일,1167.48,1162.55
2024년07월29일,1167.27,1162.56
2024년07월30일,1167.06,1163.02
2024년07월31일,1166.50,1162.51
2024년08월01일,1166.47,1162.94
2024년08월02일,1166.66,1162.49
2024년08월03일,1166.59,1163.01
2024년08월04일,1166.37,1163.35
2024년08월05일,1166.52,1163.03
2024년08월06일,1166.45,1164.15
2024년08월07일,1166.62,1164.51
2024년08월08일,1166.23,1164.84
2024년08월09일,1165.59,1165.00
2024년08월10일,1165.22,1164.64
2024년08월11일,1164.71,1164.64
2024년08월12일,1164.44,1164.00
2024년08월13일,1163.33,1164.84
2024년08월14일,1162.64,1164.31
2024년08월15일,1162.21,1165.36
2024년08월16일,1162.05,1165.00
2024년08월17일,1161.47,1165.24
2024년08월18일,1161.23,1164.82
2024년08월19일,1161.32,1164.66
2024년08월20일,1160.54,1164.34
2024년08월21일,1159.33,1164.27
2024년08월22일,1158.01,1163.35
2024년08월23일,1156.37,1163.18
2024년08월24일,1155.14,1162.97
2024년08월25일,1154.46,1163.39
2024년08월26일,1154.27,1163.20
2024년08월27일,1152.93,1162.70
2024년08월28일,1151.56,1162.30
2024년08월29일,1150.24,1161.55
2024년08월30일,1149.17,1160.49
2024년08월31일,1148.43,1160.75
2024년09월01일,1147.80,1159.88
2024년09월02일,1146.94,1159.10
2024년09월03일,1145.55,1159.35
2024년09월04일,1144.43,1158.82
2024년09월05일,1142.80,1158.01
2024년09월06일,1140.71,1157.11
2024년09월07일,1138.92,1157.07
2024년09월08일,1137.47,1156.52
2024년09월09일,1136.60,1155.55
2024년09월10일,1134.19,1155.60
2024년09월11일,1131.45,1154.58
2024년09월12일,1126.99,1153.37
2024년09월13일,1123.13,1151.21
2024년09월14일,1119.92,1149.47
2024년09월15일,1117.85,1148.67
2024년09월16일,1117.05,1148.25
2024년09월17일,1116.01,1147.94
2024년09월18일,1115.69,1147.68
2024년09월19일,1114.72,1147.36
2024년09월20일,1112.32,1145.58
2024년09월21일,1110.08,1144.16
2024년09월22일,1108.85,1143.42
2024년09월23일,1107.82,1142.87
2024년09월24일,1105.60,1141.19
2024년09월25일,1103.43,1139.97
2024년09월26일,1101.48,1138.73
2024년09월27일,1099.42,1137.32
2024년09월28일,1097.77,1135.81
2024년09월29일,1096.32,1135.09
2024년09월30일,1095.03,1134.11
2024년10월01일,1092.77,1132.68
2024년10월02일,1090.52,1131.89
2024년10월03일,1088.39,1129.97
2024년10월04일,1087.01,1129.01
2024년10월05일,1085.33,1127.43
2024년10월06일,1085.04,1127.53
2024년10월07일,1084.62,1125.90
2024년10월08일,1083.68,1125.45
2024년10월09일,1083.08,1124.81
2024년10월10일,1082.40,1124.28
2024년10월11일,1082.30,1124.30
2024년10월12일,1082.11,1123.96
2024년10월13일,1082.03,1123.74
2024년10월14일,1081.67,1123.73
2024년10월15일,1081.73,1123.50
2024년10월16일,1081.93,1123.14
2024년10월17일,1081.29,1122.07
2024년10월18일,1081.49,1122.93
2024년10월19일,1081.80,1122.75
2024년10월20일,1081.58,1122.06
2024년10월21일,1081.54,1122.01
2024년10월22일,1081.31,1121.70
2024년10월23일,1080.66,1121.23
2024년10월24일,1080.78,1120.22
2024년10월25일,1080.33,1120.38
2024년10월26일,1080.51,1119.81
2024년10월27일,1080.67,1119.70
2024년10월28일,1080.84,1119.62
2024년10월29일,1081.33,1119.74
2024년10월30일,1081.22,1119.41
2024년10월31일,1081.84,1119.58
2024년11월01일,1081.51,1119.58
2024년11월02일,1077.10,1119.10
2024년11월03일,1077.04,1119.29
2024년11월04일,1076.96,1118.99
2024년11월05일,1076.98,1118.20
2024년11월06일,1077.36,1118.76
2024년11월07일,1077.64,1118.75
2024년11월08일,1077.77,1118.42
2024년11월09일,1078.56,1118.92
2024년11월10일,1079.25,1119.21
2024년11월11일,1079.42,1119.04
2024년11월12일,1080.25,1118.73
2024년11월13일,1081.21,1118.93
2024년11월14일,1082.29,1118.41
2024년11월15일,1083.14,1119.02
2024년11월16일,1083.72,1118.72
2024년11월17일,1084.17,1118.86
2024년11월18일,1083.91,1119.05
2024년11월19일,1084.04,1119.07
2024년11월20일,1084.35,1118.87
2024년11월21일,1084.68,1118.47
2024년11월22일,1085.34,1118.89
2024년11월23일,1085.86,1118.46
2024년11월24일,1086.16,1118.46
2024년11월25일,1086.54,1118.77
2024년11월26일,1087.25,1118.57
2024년11월27일,1087.92,1119.15
2024년11월28일,1088.15,1119.89
2024년11월29일,1088.79,1120.15
2024년11월30일,1088.66,1120.23
2024년12월01일,1089.15,1120.30
2024년12월02일,1089.44,1120.21
2024년12월03일,1090.35,1121.11
2024년12월04일,1090.51,1121.23
2024년12월05일,1090.83,1121.64
2024년12월06일,1091.50,1121.62
2024년12월07일,1091.93,1121.48
2024년12월08일,1092.49,1121.96
2024년12월09일,1092.28,1122.11
2024년12월10일,1092.53,1122.14
2024년12월11일,1092.78,1122.28
2024년12월12일,1093.92,1121.70
2024년12월13일,1093.83,1122.02
2024년12월14일,1095.42,1122.28
2024년12월15일,1095.40,1122.24
2024년12월16일,1096.20,1121.87
2024년12월17일,1096.69,1122.68
2024년12월18일,1097.60,1122.88
2024년12월19일,1098.26,1122.86
2024년12월20일,1099.26,1122.52
2024년12월21일,1099.63,1123.21
2024년12월22일,1100.32,1123.18
2024년12월23일,1100.49,1123.35
2024년12월24일,1101.17,1122.85
2024년12월25일,1101.86,1123.72
2024년12월26일,1102.23,1123.41
2024년12월27일,1103.07,1122.42
2024년12월28일,1103.84,1123.80
2024년12월29일,1105.05,1123.97
2024년12월30일,1105.30,1123.24
2024년12월31일,1105.97,1123.31
2025년01월01일,1106.90,1124.01
2025년01월02일,1106.92,1123.87
2025년01월03일,1106.93,1123.74
2025년01월04일,1108.42,1123.62
2025년01월05일,1109.21,1123.73
2025년01월06일,1109.64,1123.30
2025년01월07일,1111.29,1124.07
2025년01월08일,1113.80,1124.01
2025년01월09일,1115.45,1124.44
2025년01월10일,1117.06,1125.14
2025년01월11일,1118.48,1125.45
2025년01월12일,1119.95,1125.66
2025년01월13일,1120.57,1125.45
2025년01월14일,1122.33,1125.81
2025년01월15일,1124.42,1126.18
2025년01월16일,1127.05,1127.22
2025년01월17일,1129.42,1128.39
2025년01월18일,1132.43,1129.05
2025년01월19일,1134.50,1129.44
2025년01월20일,1135.47,1129.45
